2023/02/25 12:48:59.329, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:04.343, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:09.357, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:14.370, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:19.384, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:24.397, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:29.411, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:34.423, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:39.436, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:44.449, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:49.461, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:54.474, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:49:59.486, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:04.516, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:09.530, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:14.543, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:19.555, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:24.568, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:29.580, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:34.594, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:39.607, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:44.620, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:49.632, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:54.656, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:50:59.670, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:04.684, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:09.702, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:14.717, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:19.732, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:24.744, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:29.757, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:34.774, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:39.797, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:44.809, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:49.822, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:54.835, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:51:59.849, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:52:04.863, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
2023/02/25 12:52:09.877, 0, GPU-f5866ded-ec74-64cb-a87c-affb24baff01, 0, 46080, 0, 45556, 0, 0, 27, P8
